dataset,json_name,json_type,asim_name,sentinel_name,suffixed_name
dce_rpc,uid,string,Uid,uid,uid_s
dce_rpc,id.orig_h,addr,SrcIpAddr,id_orig_h,id_orig_h_s
dce_rpc,id.orig_p,port,SrcPort,id_orig_p,id_orig_p_d
dce_rpc,id.resp_h,addr,DstIpAddr,id_resp_h,id_resp_h_s
dce_rpc,id.resp_p,port,DstPort,id_resp_p,id_resp_p_d
dce_rpc,rtt,number,DnsRtt,rtt,rtt_d
dce_rpc,named_pipe,string,,named_pipe,named_pipe_s
dce_rpc,endpoint,string,,endpoint,endpoint_s
dce_rpc,operation,string,,operation,operation_s
util_stats,_path,string,,_path,_path_s
util_stats,_system_name,string,,_system_name,_system_name_s
util_stats,_write_ts,time,,_write_ts,_write_ts_t
util_stats,ts,time,,ts,ts_t
util_stats,bytes_received,count,,bytes_received,bytes_received_d
x509_red,_path,string,,_path,_path_s
x509_red,_system_name,string,,_system_name,_system_name_s
x509_red,_write_ts,time,,_write_ts,_write_ts_t
x509_red,ts,time,,ts,ts_t
x509_red,fingerprint,string,,fingerprint,fingerprint_s
x509_red,certificate.version,count,CertificateVersion,certificate_version,certificate_version_d
x509_red,certificate.serial,string,CertificateSerial,certificate_serial,certificate_serial_s
x509_red,certificate.subject,string,CertificateSubject,certificate_subject,certificate_subject_s
x509_red,certificate.issuer,string,CertificateIssuer,certificate_issuer,certificate_issuer_s
x509_red,certificate.not_valid_before,time,CertificateNotValidBefore,certificate_not_valid_before,certificate_not_valid_before_t
x509_red,certificate.not_valid_after,time,CertificateNotValidAfter,certificate_not_valid_after,certificate_not_valid_after_t
x509_red,certificate.key_alg,string,CertificateKeyAlg,certificate_key_alg,certificate_key_alg_s
x509_red,certificate.sig_alg,string,CertificateSigAlg,certificate_sig_alg,certificate_sig_alg_s
x509_red,certificate.key_type,string,CertificateKeyType,certificate_key_type,certificate_key_type_s
x509_red,certificate.key_length,count,CertificateKeyLength,certificate_key_length,certificate_key_length_d
x509_red,certificate.exponent,string,CertificateExponent,certificate_exponent,certificate_exponent_s
x509_red,certificate.curve,string,CertificateCurve,certificate_curve,certificate_curve_s
x509_red,san.dns,array of string,SanDns,san_dns,san_dns_s
x509_red,san.uri,array of string,SanUri,san_uri,san_uri_s
x509_red,san.email,array of string,SanEmail,san_email,san_email_s
x509_red,san.ip,array of addr,SanIp,san_ip,san_ip_s
x509_red,basic_constraints.ca,boolean,BasicConstraintsCa,basic_constraints_ca,basic_constraints_ca_b
x509_red,basic_constraints.path_len,count,BasicConstraintsPathLen,basic_constraints_path_len,basic_constraints_path_len_d
x509_red,host_cert,boolean,,host_cert,host_cert_b
x509_red,client_cert,boolean,,client_cert,client_cert_b
dnp3,_path,string,,_path,_path_s
dnp3,_system_name,string,,_system_name,_system_name_s
dnp3,_write_ts,time,,_write_ts,_write_ts_t
dnp3,ts,time,,ts,ts_t
dnp3,uid,string,Uid,uid,uid_s
dnp3,id.orig_h,addr,SrcIpAddr,id_orig_h,id_orig_h_s
dnp3,id.orig_p,port,SrcPort,id_orig_p,id_orig_p_d
dnp3,id.resp_h,addr,DstIpAddr,id_resp_h,id_resp_h_s
dnp3,id.resp_p,port,DstPort,id_resp_p,id_resp_p_d
dnp3,fc_request,string,Dnp3FunctionRequest,fc_request,fc_request_s
dnp3,fc_reply,string,Dnp3FunctionReply,fc_reply,fc_reply_s
dnp3,iin,count,Dnp3Iin,iin,iin_d
corelight_profiling,_path,string,,_path,_path_s
corelight_profiling,_system_name,string,,_system_name,_system_name_s
corelight_profiling,_write_ts,time,,_write_ts,_write_ts_t
corelight_profiling,ts,time,,ts,ts_t
corelight_profiling,node,string,Node,node,node_s
corelight_profiling,prof.core_stack,string,,prof_core_stack,prof_core_stack_s
corelight_profiling,prof.script_stack,string,,prof_script_stack,prof_script_stack_s
corelight_profiling,prof.sched_wait_ns,count,,prof_sched_wait_ns,prof_sched_wait_ns_d
ntp,_path,string,,_path,_path_s
ntp,_system_name,string,,_system_name,_system_name_s
ntp,_write_ts,time,,_write_ts,_write_ts_t
ntp,ts,time,,ts,ts_t
ntp,uid,string,Uid,uid,uid_s
ntp,id.orig_h,addr,SrcIpAddr,id_orig_h,id_orig_h_s
ntp,id.orig_p,port,SrcPort,id_orig_p,id_orig_p_d
ntp,id.resp_h,addr,DstIpAddr,id_resp_h,id_resp_h_s
ntp,id.resp_p,port,DstPort,id_resp_p,id_resp_p_d
ntp,version,count,Version,version,version_d
ntp,mode,count,,mode,mode_d
ntp,stratum,count,,stratum,stratum_d
ntp,poll,number,,poll,poll_d
ntp,precision,number,,precision,precision_d
ntp,root_delay,number,,root_delay,root_delay_d
ntp,root_disp,number,,root_disp,root_disp_d
ntp,ref_id,string,,ref_id,ref_id_s
ntp,ref_time,time,,ref_time,ref_time_t
ntp,org_time,time,,org_time,org_time_t
ntp,rec_time,time,,rec_time,rec_time_t
ntp,xmt_time,time,,xmt_time,xmt_time_t
ntp,num_exts,count,,num_exts,num_exts_d
dns,_path,string,,_path,_path_s
dns,_system_name,string,,_system_name,_system_name_s
dns,_write_ts,time,,_write_ts,_write_ts_t
dns,ts,time,,ts,ts_t
dns,uid,string,Uid,uid,uid_s
dns,id.orig_h,addr,SrcIpAddr,id_orig_h,id_orig_h_s
dns,id.orig_p,port,SrcPort,id_orig_p,id_orig_p_d
dns,id.resp_h,addr,DstIpAddr,id_resp_h,id_resp_h_s
dns,id.resp_p,port,DstPort,id_resp_p,id_resp_p_d
dns,proto,string,,proto,proto_s
dns,trans_id,count,DnsTransactionId,trans_id,trans_id_d
dns,rtt,number,DnsRtt,rtt,rtt_d
dns,query,string,DnsQueryName,query,query_s
dns,qclass,count,DnsQueryClass,qclass,qclass_d
dns,qclass_name,string,DnsQueryClassName,qclass_name,qclass_name_s
dns,qtype,count,DnsQueryType,qtype,qtype_d
dns,qtype_name,string,DnsQueryTypeName,qtype_name,qtype_name_s
dns,rcode,count,DnsResponseCode,rcode,rcode_d
dns,rcode_name,string,DnsResponseCodeName,rcode_name,rcode_name_s
dns,AA,boolean,DnsFlagsAuthoritative,AA,AA_b
dns,TC,boolean,DnsFlagsTruncated,TC,TC_b
dns,RD,boolean,DnsFlagsRecursionDesired,RD,RD_b
dns,RA,boolean,DnsFlagsRecursionAvailable,RA,RA_b
dns,Z,count,DnsFlagsZ,Z,Z_d
dns,answers,array of string,DnsResponseName,answers,answers_s
dns,TTLs,array of number,DnsResponseTtl,TTLs,TTLs_s
dns,rejected,boolean,DnsRejected,rejected,rejected_b
packet_filter,_path,string,,_path,_path_s
packet_filter,_system_name,string,,_system_name,_system_name_s
packet_filter,_write_ts,time,,_write_ts,_write_ts_t
packet_filter,ts,time,,ts,ts_t
packet_filter,node,string,Node,node,node_s
packet_filter,filter,string,,filter,filter_s
packet_filter,init,boolean,,init,init_b
packet_filter,success,boolean,Success,success,success_b
traceroute,_path,string,,_path,_path_s
traceroute,_system_name,string,,_system_name,_system_name_s
traceroute,_write_ts,time,,_write_ts,_write_ts_t
traceroute,ts,time,,ts,ts_t
traceroute,src,addr,Src,src,src_s
traceroute,dst,addr,Dst,dst,dst_s
traceroute,proto,string,,proto,proto_s
tds_rpc,_path,string,,_path,_path_s
tds_rpc,_system_name,string,,_system_name,_system_name_s
tds_rpc,_write_ts,time,,_write_ts,_write_ts_t
tds_rpc,ts,time,,ts,ts_t
tds_rpc,uid,string,Uid,uid,uid_s
tds_rpc,id.orig_h,addr,SrcIpAddr,id_orig_h,id_orig_h_s
tds_rpc,id.orig_p,port,SrcPort,id_orig_p,id_orig_p_d
tds_rpc,id.resp_h,addr,DstIpAddr,id_resp_h,id_resp_h_s
tds_rpc,id.resp_p,port,DstPort,id_resp_p,id_resp_p_d
tds_rpc,procedure_name,string,,procedure_name,procedure_name_s
tds_rpc,parameters,array of string,,parameters,parameters_s
corelight_burst,_path,string,,_path,_path_s
corelight_burst,_system_name,string,,_system_name,_system_name_s
corelight_burst,_write_ts,time,,_write_ts,_write_ts_t
corelight_burst,ts,time,,ts,ts_t
corelight_burst,uid,string,Uid,uid,uid_s
corelight_burst,id.orig_h,addr,SrcIpAddr,id_orig_h,id_orig_h_s
corelight_burst,id.orig_p,port,SrcPort,id_orig_p,id_orig_p_d
corelight_burst,id.resp_h,addr,DstIpAddr,id_resp_h,id_resp_h_s
corelight_burst,id.resp_p,port,DstPort,id_resp_p,id_resp_p_d
corelight_burst,proto,string,,proto,proto_s
corelight_burst,orig_size,count,,orig_size,orig_size_d
corelight_burst,resp_size,count,,resp_size,resp_size_d
corelight_burst,mbps,number,,mbps,mbps_d
corelight_burst,age_of_conn,number,,age_of_conn,age_of_conn_d
tds_sql_batch,_path,string,,_path,_path_s
tds_sql_batch,_system_name,string,,_system_name,_system_name_s
tds_sql_batch,_write_ts,time,,_write_ts,_write_ts_t
tds_sql_batch,ts,time,,ts,ts_t
tds_sql_batch,uid,string,Uid,uid,uid_s
tds_sql_batch,id.orig_h,addr,SrcIpAddr,id_orig_h,id_orig_h_s
tds_sql_batch,id.orig_p,port,SrcPort,id_orig_p,id_orig_p_d
tds_sql_batch,id.resp_h,addr,DstIpAddr,id_resp_h,id_resp_h_s
tds_sql_batch,id.resp_p,port,DstPort,id_resp_p,id_resp_p_d
tds_sql_batch,header_type,string,,header_type,header_type_s
tds_sql_batch,query,string,DnsQueryName,query,query_s
vpn,_path,string,,_path,_path_s
vpn,_system_name,string,,_system_name,_system_name_s
vpn,_write_ts,time,,_write_ts,_write_ts_t
vpn,ts,time,,ts,ts_t
vpn,uid,string,Uid,uid,uid_s
vpn,id.orig_h,addr,SrcIpAddr,id_orig_h,id_orig_h_s
vpn,id.orig_p,port,SrcPort,id_orig_p,id_orig_p_d
vpn,id.resp_h,addr,DstIpAddr,id_resp_h,id_resp_h_s
vpn,id.resp_p,port,DstPort,id_resp_p,id_resp_p_d
vpn,proto,string,,proto,proto_s
vpn,vpn_type,string,,vpn_type,vpn_type_s
vpn,service,string,Service,service,service_s
vpn,inferences,array of string,,inferences,inferences_s
vpn,server_name,string,TlsServerName,server_name,server_name_s
vpn,client_info,string,,client_info,client_info_s
vpn,duration,number,EventDuration,duration,duration_d
vpn,orig_bytes,count,SrcBytes,orig_bytes,orig_bytes_d
vpn,resp_bytes,count,DstBytes,resp_bytes,resp_bytes_d
vpn,orig_cc,string,ZeekOrigCc,orig_cc,orig_cc_s
vpn,orig_region,string,,orig_region,orig_region_s
vpn,orig_city,string,,orig_city,orig_city_s
vpn,resp_cc,string,ZeekRespCc,resp_cc,resp_cc_s
vpn,resp_region,string,,resp_region,resp_region_s
vpn,resp_city,string,,resp_city,resp_city_s
vpn,subject,string,Subject,subject,subject_s
vpn,issuer,string,DstCertificateIssuerName,issuer,issuer_s
reporter,_path,string,,_path,_path_s
reporter,_system_name,string,,_system_name,_system_name_s
reporter,_write_ts,time,,_write_ts,_write_ts_t
reporter,ts,time,,ts,ts_t
reporter,level,string,,level,Level
reporter,message,string,,message,Message
reporter,location,string,,location,location_s
stun_nat,_path,string,,_path,_path_s
stun_nat,_system_name,string,,_system_name,_system_name_s
stun_nat,_write_ts,time,,_write_ts,_write_ts_t
stun_nat,ts,time,,ts,ts_t
stun_nat,uid,string,Uid,uid,uid_s
stun_nat,id.orig_h,addr,SrcIpAddr,id_orig_h,id_orig_h_s
stun_nat,id.orig_p,port,SrcPort,id_orig_p,id_orig_p_d
stun_nat,id.resp_h,addr,DstIpAddr,id_resp_h,id_resp_h_s
stun_nat,id.resp_p,port,DstPort,id_resp_p,id_resp_p_d
stun_nat,proto,string,,proto,proto_s
stun_nat,is_orig,boolean,IsOrig,is_orig,is_orig_b
stun_nat,wan_addrs,array of addr,,wan_addrs,wan_addrs_s
stun_nat,wan_ports,array of count,,wan_ports,wan_ports_s
stun_nat,lan_addrs,array of addr,,lan_addrs,lan_addrs_s
enip_debug,_path,string,,_path,_path_s
enip_debug,_system_name,string,,_system_name,_system_name_s
enip_debug,_write_ts,time,,_write_ts,_write_ts_t
enip_debug,ts,time,,ts,ts_t
enip_debug,uid,string,Uid,uid,uid_s
enip_debug,id.orig_h,addr,SrcIpAddr,id_orig_h,id_orig_h_s
enip_debug,id.orig_p,port,SrcPort,id_orig_p,id_orig_p_d
enip_debug,id.resp_h,addr,DstIpAddr,id_resp_h,id_resp_h_s
enip_debug,id.resp_p,port,DstPort,id_resp_p,id_resp_p_d
enip_debug,raw_data,string,,raw_data,raw_data_s
kerberos,_path,string,,_path,_path_s
kerberos,_system_name,string,,_system_name,_system_name_s
kerberos,_write_ts,time,,_write_ts,_write_ts_t
kerberos,ts,time,,ts,ts_t
kerberos,uid,string,Uid,uid,uid_s
kerberos,id.orig_h,addr,SrcIpAddr,id_orig_h,id_orig_h_s
kerberos,id.orig_p,port,SrcPort,id_orig_p,id_orig_p_d
kerberos,id.resp_h,addr,DstIpAddr,id_resp_h,id_resp_h_s
kerberos,id.resp_p,port,DstPort,id_resp_p,id_resp_p_d
kerberos,request_type,string,,request_type,request_type_s
kerberos,client,string,Client,client,client_s
kerberos,service,string,Service,service,service_s
kerberos,success,boolean,Success,success,success_b
kerberos,error_msg,string,,error_msg,error_msg_s
kerberos,from,time,From,from,from_t
kerberos,till,time,,till,till_t
kerberos,cipher,string,TlsCipher,cipher,cipher_s
kerberos,forwardable,boolean,,forwardable,forwardable_b
kerberos,renewable,boolean,,renewable,renewable_b
kerberos,client_cert_subject,string,,client_cert_subject,client_cert_subject_s
kerberos,client_cert_fuid,string,,client_cert_fuid,client_cert_fuid_s
kerberos,server_cert_subject,string,,server_cert_subject,server_cert_subject_s
kerberos,server_cert_fuid,string,,server_cert_fuid,server_cert_fuid_s
