dataset,json_name,json_type,asim_name,sentinel_name,suffixed_name
conn,orig_l2_addr,string,OrigL2Addr,orig_l2_addr,orig_l2_addr_s
conn,resp_l2_addr,string,DstMac,resp_l2_addr,resp_l2_addr_s
conn,id_orig_h_n.src,string,,id_orig_h_n_src,id_orig_h_n_src_s
conn,id_orig_h_n.vals,array of string,,id_orig_h_n_vals,id_orig_h_n_vals_s
conn,id_resp_h_n.src,string,,id_resp_h_n_src,id_resp_h_n_src_s
conn,id_resp_h_n.vals,array of string,,id_resp_h_n_vals,id_resp_h_n_vals_s
conn,vlan,int,NetworkOuterVlanId,vlan,vlan_d
conn,inner_vlan,int,NetworkInnerVlanId,inner_vlan,inner_vlan_d
conn,community_id,string,FingerprintNetworkCommunityId,community_id,community_id_s
capture_loss,_path,string,,_path,_path_s
capture_loss,_system_name,string,,_system_name,_system_name_s
capture_loss,_write_ts,time,,_write_ts,_write_ts_t
capture_loss,ts,time,,ts,ts_t
capture_loss,ts_delta,number,,ts_delta,ts_delta_d
capture_loss,peer,string,Peer,peer,peer_s
capture_loss,gaps,count,,gaps,gaps_d
capture_loss,acks,count,,acks,acks_d
capture_loss,percent_lost,number,,percent_lost,percent_lost_d
irc,_path,string,,_path,_path_s
irc,_system_name,string,,_system_name,_system_name_s
irc,_write_ts,time,,_write_ts,_write_ts_t
irc,ts,time,,ts,ts_t
irc,uid,string,Uid,uid,uid_s
irc,id.orig_h,addr,SrcIpAddr,id_orig_h,id_orig_h_s
irc,id.orig_p,port,SrcPort,id_orig_p,id_orig_p_d
irc,id.resp_h,addr,DstIpAddr,id_resp_h,id_resp_h_s
irc,id.resp_p,port,DstPort,id_resp_p,id_resp_p_d
irc,nick,string,,nick,nick_s
irc,user,string,User,user,user_s
irc,command,string,FtpProcessName,command,command_s
irc,value,string,,value,value_s
irc,addl,string,DnsAdditionalName,addl,addl_s
irc,dcc_file_name,string,,dcc_file_name,dcc_file_name_s
irc,dcc_file_size,count,,dcc_file_size,dcc_file_size_d
irc,dcc_mime_type,string,,dcc_mime_type,dcc_mime_type_s
irc,fuid,string,ZeekIdFuid,fuid,fuid_s
local_subnets_dj,_path,string,,_path,_path_s
local_subnets_dj,_system_name,string,,_system_name,_system_name_s
local_subnets_dj,_write_ts,time,,_write_ts,_write_ts_t
local_subnets_dj,round,count,,round,round_d
local_subnets_dj,component_id,count,,component_id,component_id_d
local_subnets_dj,ip_version,count,,ip_version,ip_version_d
local_subnets_dj,v,addr,,v,v_s
local_subnets_dj,side,string,,side,side_s
enip,_path,string,,_path,_path_s
enip,_system_name,string,,_system_name,_system_name_s
enip,_write_ts,time,,_write_ts,_write_ts_t
enip,ts,time,,ts,ts_t
enip,uid,string,Uid,uid,uid_s
enip,id.orig_h,addr,SrcIpAddr,id_orig_h,id_orig_h_s
enip,id.orig_p,port,SrcPort,id_orig_p,id_orig_p_d
enip,id.resp_h,addr,DstIpAddr,id_resp_h,id_resp_h_s
enip,id.resp_p,port,DstPort,id_resp_p,id_resp_p_d
enip,command,string,FtpProcessName,command,command_s
enip,length,count,,length,length_d
enip,session_handle,string,,session_handle,session_handle_s
enip,status,string,,status,status_s
enip,sender_context,string,,sender_context,sender_context_s
enip,options,string,,options,options_s
enip_list_identity,_path,string,,_path,_path_s
enip_list_identity,_system_name,string,,_system_name,_system_name_s
enip_list_identity,_write_ts,time,,_write_ts,_write_ts_t
enip_list_identity,ts,time,,ts,ts_t
enip_list_identity,uid,string,Uid,uid,uid_s
enip_list_identity,id.orig_h,addr,SrcIpAddr,id_orig_h,id_orig_h_s
enip_list_identity,id.orig_p,port,SrcPort,id_orig_p,id_orig_p_d
enip_list_identity,id.resp_h,addr,DstIpAddr,id_resp_h,id_resp_h_s
enip_list_identity,id.resp_p,port,DstPort,id_resp_p,id_resp_p_d
enip_list_identity,device_type,string,,device_type,device_type_s
enip_list_identity,vendor,string,,vendor,vendor_s
enip_list_identity,product_name,string,,product_name,product_name_s
enip_list_identity,serial_number,string,,serial_number,serial_number_s
enip_list_identity,product_code,count,,product_code,product_code_d
enip_list_identity,revision,number,,revision,revision_d
enip_list_identity,status,string,,status,status_s
enip_list_identity,state,string,,state,state_s
enip_list_identity,device_ip,addr,,device_ip,device_ip_s
iso_cotp,_path,string,,_path,_path_s
iso_cotp,_system_name,string,,_system_name,_system_name_s
iso_cotp,_write_ts,time,,_write_ts,_write_ts_t
iso_cotp,ts,time,,ts,ts_t
iso_cotp,uid,string,Uid,uid,uid_s
iso_cotp,id.orig_h,addr,SrcIpAddr,id_orig_h,id_orig_h_s
iso_cotp,id.orig_p,port,SrcPort,id_orig_p,id_orig_p_d
iso_cotp,id.resp_h,addr,DstIpAddr,id_resp_h,id_resp_h_s
iso_cotp,id.resp_p,port,DstPort,id_resp_p,id_resp_p_d
iso_cotp,pdu_type,string,,pdu_type,pdu_type_s
suricata_stats,_path,string,,_path,_path_s
suricata_stats,_system_name,string,,_system_name,_system_name_s
suricata_stats,_write_ts,time,,_write_ts,_write_ts_t
suricata_stats,raw_mgmt,string,,raw_mgmt,raw_mgmt_s
cip,_path,string,,_path,_path_s
cip,_system_name,string,,_system_name,_system_name_s
cip,_write_ts,time,,_write_ts,_write_ts_t
cip,ts,time,,ts,ts_t
cip,uid,string,Uid,uid,uid_s
cip,id.orig_h,addr,SrcIpAddr,id_orig_h,id_orig_h_s
cip,id.orig_p,port,SrcPort,id_orig_p,id_orig_p_d
cip,id.resp_h,addr,DstIpAddr,id_resp_h,id_resp_h_s
cip,id.resp_p,port,DstPort,id_resp_p,id_resp_p_d
cip,service,string,Service,service,service_s
cip,status,string,,status,status_s
cip,tags,string,ZeekHttpTags,tags,tags_s
rfb,_path,string,,_path,_path_s
rfb,_system_name,string,,_system_name,_system_name_s
rfb,_write_ts,time,,_write_ts,_write_ts_t
rfb,ts,time,,ts,ts_t
rfb,uid,string,Uid,uid,uid_s
rfb,id.orig_h,addr,SrcIpAddr,id_orig_h,id_orig_h_s
rfb,id.orig_p,port,SrcPort,id_orig_p,id_orig_p_d
rfb,id.resp_h,addr,DstIpAddr,id_resp_h,id_resp_h_s
rfb,id.resp_p,port,DstPort,id_resp_p,id_resp_p_d
rfb,client_major_version,string,,client_major_version,client_major_version_s
rfb,client_minor_version,string,,client_minor_version,client_minor_version_s
rfb,server_major_version,string,,server_major_version,server_major_version_s
rfb,server_minor_version,string,,server_minor_version,server_minor_version_s
rfb,authentication_method,string,,authentication_method,authentication_method_s
rfb,auth,boolean,DnsAdditionalAuthoritativeName,auth,auth_b
rfb,share_flag,boolean,,share_flag,share_flag_b
rfb,desktop_name,string,,desktop_name,desktop_name_s
rfb,width,count,,width,width_d
rfb,height,count,,height,height_d
ntlm,_path,string,,_path,_path_s
ntlm,_system_name,string,,_system_name,_system_name_s
ntlm,_write_ts,time,,_write_ts,_write_ts_t
ntlm,ts,time,,ts,ts_t
ntlm,uid,string,Uid,uid,uid_s
ntlm,id.orig_h,addr,SrcIpAddr,id_orig_h,id_orig_h_s
ntlm,id.orig_p,port,SrcPort,id_orig_p,id_orig_p_d
ntlm,id.resp_h,addr,DstIpAddr,id_resp_h,id_resp_h_s
ntlm,id.resp_p,port,DstPort,id_resp_p,id_resp_p_d
ntlm,username,string,Username,username,username_s
ntlm,hostname,string,Hostname,hostname,hostname_s
ntlm,domainname,string,Domainname,domainname,domainname_s
ntlm,server_nb_computer_name,string,ServerNbComputerName,server_nb_computer_name,server_nb_computer_name_s
ntlm,server_dns_computer_name,string,ServerDnsComputerName,server_dns_computer_name,server_dns_computer_name_s
ntlm,server_tree_name,string,ServerTreeName,server_tree_name,server_tree_name_s
ntlm,success,boolean,Success,success,success_b
ftp,_path,string,,_path,_path_s
ftp,_system_name,string,,_system_name,_system_name_s
ftp,_write_ts,time,,_write_ts,_write_ts_t
ftp,ts,time,,ts,ts_t
ftp,uid,string,Uid,uid,uid_s
ftp,id.orig_h,addr,SrcIpAddr,id_orig_h,id_orig_h_s
ftp,id.orig_p,port,SrcPort,id_orig_p,id_orig_p_d
ftp,id.resp_h,addr,DstIpAddr,id_resp_h,id_resp_h_s
ftp,id.resp_p,port,DstPort,id_resp_p,id_resp_p_d
ftp,user,string,User,user,user_s
ftp,password,string,UserPassword,password,password_s
ftp,command,string,FtpProcessName,command,command_s
ftp,arg,string,FtpCommandLine,arg,arg_s
ftp,mime_type,string,MimeType,mime_type,mime_type_s
ftp,file_size,count,FileSize,file_size,file_size_d
ftp,reply_code,count,ReplyCode,reply_code,reply_code_d
ftp,reply_msg,string,ReplyMsg,reply_msg,reply_msg_s
ftp,data_channel.passive,boolean,DataChannelPassive,data_channel_passive,data_channel_passive_b
ftp,data_channel.orig_h,addr,DataChannelOrigH,data_channel_orig_h,data_channel_orig_h_s
ftp,data_channel.resp_h,addr,DataChannelRespH,data_channel_resp_h,data_channel_resp_h_s
ftp,data_channel.resp_p,port,DataChannelRespP,data_channel_resp_p,data_channel_resp_p_d
ftp,fuid,string,ZeekIdFuid,fuid,fuid_s
sip,_path,string,,_path,_path_s
sip,_system_name,string,,_system_name,_system_name_s
sip,_write_ts,time,,_write_ts,_write_ts_t
sip,ts,time,,ts,ts_t
sip,uid,string,Uid,uid,uid_s
sip,id.orig_h,addr,SrcIpAddr,id_orig_h,id_orig_h_s
sip,id.orig_p,port,SrcPort,id_orig_p,id_orig_p_d
sip,id.resp_h,addr,DstIpAddr,id_resp_h,id_resp_h_s
sip,id.resp_p,port,DstPort,id_resp_p,id_resp_p_d
sip,trans_depth,count,ZeekHttpTransDepth,trans_depth,trans_depth_d
sip,method,string,HttpRequestMethod,method,method_s
sip,uri,string,UrlOriginal,uri,uri_s
sip,date,string,Date,_date,date_s
sip,request_from,string,,request_from,request_from_s
sip,request_to,string,,request_to,request_to_s
sip,response_from,string,,response_from,response_from_s
sip,response_to,string,,response_to,response_to_s
sip,reply_to,string,ReplyTo,reply_to,reply_to_s
sip,call_id,string,,call_id,call_id_s
sip,seq,string,,seq,seq_s
sip,subject,string,Subject,subject,subject_s
sip,request_path,array of string,,request_path,request_path_s
sip,response_path,array of string,,response_path,response_path_s
sip,user_agent,string,UserAgentOriginal,user_agent,user_agent_s
sip,status_code,count,HttpStatusCode,status_code,status_code_d
sip,status_msg,string,HttpStatusMessage,status_msg,status_msg_s
sip,warning,string,,warning,warning_s
sip,request_body_len,count,HttpRequestBodyBytes,request_body_len,request_body_len_d
sip,response_body_len,count,HttpResponseBodyBytes,response_body_len,response_body_len_d
sip,content_type,string,,content_type,content_type_s
local_subnets,_path,string,,_path,_path_s
local_subnets,_system_name,string,,_system_name,_system_name_s
local_subnets,_write_ts,time,,_write_ts,_write_ts_t
local_subnets,round,count,,round,round_d
local_subnets,ts,time,,ts,ts_t
local_subnets,ip_version,count,,ip_version,ip_version_d
local_subnets,subnets,array of string,,subnets,subnets_s
local_subnets,component_ids,array of count,,component_ids,component_ids_s
local_subnets,size_of_component,count,,size_of_component,size_of_component_d
local_subnets,bipartite,boolean,,bipartite,bipartite_b
local_subnets,inferred_site,boolean,,inferred_site,inferred_site_b
local_subnets,other_ips,array of addr,,other_ips,other_ips_s
suricata_corelight,_path,string,,_path,_path_s
suricata_corelight,_system_name,string,,_system_name,_system_name_s
suricata_corelight,_write_ts,time,,_write_ts,_write_ts_t
suricata_corelight,ts,time,,ts,ts_t
suricata_corelight,uid,string,Uid,uid,uid_s
suricata_corelight,id.orig_h,addr,SrcIpAddr,id_orig_h,id_orig_h_s
suricata_corelight,id.orig_p,port,SrcPort,id_orig_p,id_orig_p_d
suricata_corelight,id.resp_h,addr,DstIpAddr,id_resp_h,id_resp_h_s
suricata_corelight,id.resp_p,port,DstPort,id_resp_p,id_resp_p_d
suricata_corelight,icmp_type,count,,icmp_type,icmp_type_d
suricata_corelight,icmp_code,count,,icmp_code,icmp_code_d
suricata_corelight,suri_id,string,SuricataId,suri_id,suri_id_s
suricata_corelight,service,string,Service,service,service_s
suricata_corelight,flow_id,count,FlowId,flow_id,flow_id_d
suricata_corelight,tx_id,count,TransactionId,tx_id,tx_id_d
suricata_corelight,pcap_cnt,count,PcapCount,pcap_cnt,pcap_cnt_d
suricata_corelight,alert.action,string,,alert_action,alert_action_s
suricata_corelight,alert.gid,count,AlertGroupId,alert_gid,alert_gid_d
suricata_corelight,alert.signature_id,count,AlertSignatureId,alert_signature_id,alert_signature_id_d
suricata_corelight,alert.rev,count,AlertRevision,alert_rev,alert_rev_d
suricata_corelight,alert.signature,string,AlertSignature,alert_signature,alert_signature_s
suricata_corelight,alert.category,string,AlertCategory,alert_category,alert_category_s
suricata_corelight,alert.severity,count,AlertSeverity,alert_severity,alert_severity_d
suricata_corelight,alert.metadata,array of string,AlertMetadata,alert_metadata,alert_metadata_s
suricata_corelight,community_id,string,FingerprintNetworkCommunityId,community_id,community_id_s
suricata_corelight,payload,string,,payload,payload_s
suricata_corelight,packet,string,,packet,packet_s
suricata_corelight,metadata,array of string,,metadata,metadata_s
icmp_specific_tunnels,_path,string,,_path,_path_s
icmp_specific_tunnels,_system_name,string,,_system_name,_system_name_s
icmp_specific_tunnels,_write_ts,time,,_write_ts,_write_ts_t
icmp_specific_tunnels,ts,time,,ts,ts_t
icmp_specific_tunnels,start_time,time,,start_time,start_time_t
icmp_specific_tunnels,duration,number,EventDuration,duration,duration_d
icmp_specific_tunnels,id.orig_h,addr,SrcIpAddr,id_orig_h,id_orig_h_s
icmp_specific_tunnels,id.orig_p,port,SrcPort,id_orig_p,id_orig_p_d
icmp_specific_tunnels,id.resp_h,addr,DstIpAddr,id_resp_h,id_resp_h_s
icmp_specific_tunnels,id.resp_p,port,DstPort,id_resp_p,id_resp_p_d
icmp_specific_tunnels,tunnel,string,,tunnel,tunnel_s
icmp_specific_tunnels,seq,count,,seq,seq_d
icmp_specific_tunnels,icmp_id,count,,icmp_id,icmp_id_d
icmp_specific_tunnels,payload,string,,payload,payload_s
weird_stats,_path,string,,_path,_path_s
weird_stats,_system_name,string,,_system_name,_system_name_s
weird_stats,_write_ts,time,,_write_ts,_write_ts_t
weird_stats,ts,time,,ts,ts_t
weird_stats,name,string,ShareRelativeTargetName,name,name_s
weird_stats,num_seen,count,,num_seen,num_seen_d
tds,_path,string,,_path,_path_s
tds,_system_name,string,,_system_name,_system_name_s
tds,_write_ts,time,,_write_ts,_write_ts_t
tds,ts,time,,ts,ts_t
tds,uid,string,Uid,uid,uid_s
tds,id.orig_h,addr,SrcIpAddr,id_orig_h,id_orig_h_s
tds,id.orig_p,port,SrcPort,id_orig_p,id_orig_p_d
tds,id.resp_h,addr,DstIpAddr,id_resp_h,id_resp_h_s
tds,id.resp_p,port,DstPort,id_resp_p,id_resp_p_d
tds,command,string,FtpProcessName,command,command_s
stun,_path,string,,_path,_path_s
stun,_system_name,string,,_system_name,_system_name_s
stun,_write_ts,time,,_write_ts,_write_ts_t
stun,ts,time,,ts,ts_t
stun,uid,string,Uid,uid,uid_s
stun,id.orig_h,addr,SrcIpAddr,id_orig_h,id_orig_h_s
stun,id.orig_p,port,SrcPort,id_orig_p,id_orig_p_d
stun,id.resp_h,addr,DstIpAddr,id_resp_h,id_resp_h_s
stun,id.resp_p,port,DstPort,id_resp_p,id_resp_p_d
stun,proto,string,,proto,proto_s
stun,is_orig,boolean,IsOrig,is_orig,is_orig_b
stun,trans_id,string,DnsTransactionId,trans_id,trans_id_s
stun,method,string,HttpRequestMethod,method,method_s
stun,class,string,,class,class_s
stun,attr_types,array of string,,attr_types,attr_types_s
stun,attr_vals,array of string,,attr_vals,attr_vals_s
snmp,_path,string,,_path,_path_s
snmp,_system_name,string,,_system_name,_system_name_s
snmp,_write_ts,time,,_write_ts,_write_ts_t
snmp,ts,time,,ts,ts_t
snmp,uid,string,Uid,uid,uid_s
snmp,id.orig_h,addr,SrcIpAddr,id_orig_h,id_orig_h_s
snmp,id.orig_p,port,SrcPort,id_orig_p,id_orig_p_d
snmp,id.resp_h,addr,DstIpAddr,id_resp_h,id_resp_h_s
snmp,id.resp_p,port,DstPort,id_resp_p,id_resp_p_d
snmp,duration,number,EventDuration,duration,duration_d
snmp,version,string,Version,version,version_s
snmp,community,string,,community,community_s
snmp,get_requests,count,,get_requests,get_requests_d
snmp,get_bulk_requests,count,,get_bulk_requests,get_bulk_requests_d
snmp,get_responses,count,,get_responses,get_responses_d
snmp,set_requests,count,,set_requests,set_requests_d
snmp,display_string,string,,display_string,display_string_s
snmp,up_since,time,,up_since,up_since_t
known_services,_path,string,,_path,_path_s
known_services,_system_name,string,,_system_name,_system_name_s
known_services,_write_ts,time,,_write_ts,_write_ts_t
known_services,ts,time,,ts,ts_t
known_services,duration,number,EventDuration,duration,duration_d
known_services,kuid,string,,kuid,kuid_s
known_services,host_ip,addr,,host_ip,host_ip_s
known_services,port_num,port,,port_num,port_num_d
known_services,protocol,string,,protocol,protocol_s
known_services,service,array of string,Service,service,service_s
known_services,software,array of string,,software,software_s
known_services,app,array of string,,app,app_s
known_services,num_conns,count,,num_conns,num_conns_d
known_services,annotations,array of string,,annotations,annotations_s
known_services,last_active_session,string,,last_active_session,last_active_session_s
known_services,last_active_interval,number,,last_active_interval,last_active_interval_d
mqtt_publish,_path,string,,_path,_path_s
mqtt_publish,_system_name,string,,_system_name,_system_name_s
mqtt_publish,_write_ts,time,,_write_ts,_write_ts_t
mqtt_publish,ts,time,,ts,ts_t
mqtt_publish,uid,string,Uid,uid,uid_s
mqtt_publish,id.orig_h,addr,SrcIpAddr,id_orig_h,id_orig_h_s
mqtt_publish,id.orig_p,port,SrcPort,id_orig_p,id_orig_p_d
mqtt_publish,id.resp_h,addr,DstIpAddr,id_resp_h,id_resp_h_s
mqtt_publish,id.resp_p,port,DstPort,id_resp_p,id_resp_p_d
mqtt_publish,from_client,boolean,,from_client,from_client_b
mqtt_publish,retain,boolean,,retain,retain_b
mqtt_publish,qos,string,,qos,qos_s
mqtt_publish,status,string,,status,status_s
mqtt_publish,topic,string,,topic,topic_s
mqtt_publish,payload,string,,payload,payload_s
mqtt_publish,payload_len,count,,payload_len,payload_len_d
http_red,_path,string,,_path,_path_s
http_red,_system_name,string,,_system_name,_system_name_s
http_red,_write_ts,time,,_write_ts,_write_ts_t
http_red,ts,time,,ts,ts_t
http_red,uid,string,Uid,uid,uid_s
http_red,id.orig_h,addr,SrcIpAddr,id_orig_h,id_orig_h_s
http_red,id.orig_p,port,SrcPort,id_orig_p,id_orig_p_d
http_red,id.resp_h,addr,DstIpAddr,id_resp_h,id_resp_h_s
http_red,id.resp_p,port,DstPort,id_resp_p,id_resp_p_d
http_red,trans_depth,count,ZeekHttpTransDepth,trans_depth,trans_depth_d
http_red,method,string,HttpRequestMethod,method,method_s
http_red,host,string,HttpRequestHeaderHost,host,host_s
http_red,uri,string,UrlOriginal,uri,uri_s
http_red,referrer,string,HttpReferrerOriginal,referrer,referrer_s
http_red,version,string,Version,version,version_s
http_red,user_agent,string,UserAgentOriginal,user_agent,user_agent_s
http_red,origin,string,HttpRequestHeaderOrigin,origin,origin_s
http_red,request_body_len,count,HttpRequestBodyBytes,request_body_len,request_body_len_d
http_red,response_body_len,count,HttpResponseBodyBytes,response_body_len,response_body_len_d
http_red,status_code,count,HttpStatusCode,status_code,status_code_d
http_red,status_msg,string,HttpStatusMessage,status_msg,status_msg_s
http_red,info_code,count,HttpInformationalCode,info_code,info_code_d
http_red,info_msg,string,HttpInformationalMessage,info_msg,info_msg_s
http_red,tags,array of string,ZeekHttpTags,tags,tags_s
http_red,username,string,Username,username,username_s
http_red,password,string,UserPassword,password,password_s
http_red,proxied,array of string,HttpProxiedHeaders,proxied,proxied_s
http_red,orig_fuids,array of string,ZeekIdOrigFuids,orig_fuids,orig_fuids_s
http_red,orig_filenames,array of string,SrcFileName,orig_filenames,orig_filenames_s
http_red,orig_mime_types,array of string,SrcMimeType,orig_mime_types,orig_mime_types_s
http_red,resp_fuids,array of string,ZeekIdRespFuids,resp_fuids,resp_fuids_s
http_red,resp_filenames,array of string,RespFilenames,resp_filenames,resp_filenames_s
http_red,resp_mime_types,array of string,RespMimeTypes,resp_mime_types,resp_mime_types_s
http_red,post_body,string,HttpResponseBodyOriginal,post_body,post_body_s
dhcp,_path,string,,_path,_path_s
dhcp,_system_name,string,,_system_name,_system_name_s
dhcp,_write_ts,time,,_write_ts,_write_ts_t
dhcp,ts,time,,ts,ts_t
dhcp,uids,array of string,ZeekIdUids,uids,uids_s
dhcp,client_addr,addr,ClientAddr,client_addr,client_addr_s
dhcp,server_addr,addr,ServerAddr,server_addr,server_addr_s
dhcp,mac,string,SrcMac,mac,mac_s
dhcp,host_name,string,SrcHostName,host_name,host_name_s
dhcp,client_fqdn,string,SrcFqdn,client_fqdn,client_fqdn_s
dhcp,domain,string,SrcDomain,domain,domain_s
dhcp,requested_addr,addr,DhcpRequestedIpAddr,requested_addr,requested_addr_s
dhcp,assigned_addr,addr,DhcpAssignedIpAddr,assigned_addr,assigned_addr_s
dhcp,lease_time,number,DhcpLeaseTime,lease_time,lease_time_d
dhcp,client_message,string,ClientMessage,client_message,client_message_s
dhcp,server_message,string,ServerMessage,server_message,server_message_s
dhcp,msg_types,array of string,MsgTypes,msg_types,msg_types_s
dhcp,duration,number,EventDuration,duration,duration_d
encrypted_dns,_path,string,,_path,_path_s
encrypted_dns,_system_name,string,,_system_name,_system_name_s
encrypted_dns,_write_ts,time,,_write_ts,_write_ts_t
encrypted_dns,ts,time,,ts,ts_t
encrypted_dns,uid,string,Uid,uid,uid_s
encrypted_dns,resp_h,addr,,resp_h,resp_h_s
encrypted_dns,cert.cn,string,,cert_cn,cert_cn_s
encrypted_dns,cert.sans,array of string,,cert_sans,cert_sans_s
encrypted_dns,sni,string,,sni,sni_s
encrypted_dns,match,string,,match,match_s
ocsp,_path,string,,_path,_path_s
ocsp,_system_name,string,,_system_name,_system_name_s
ocsp,_write_ts,time,,_write_ts,_write_ts_t
ocsp,ts,time,,ts,ts_t
ocsp,id,string,Id,id,id_s
ocsp,hashAlgorithm,string,,hashAlgorithm,hashAlgorithm_s
ocsp,issuerNameHash,string,,issuerNameHash,issuerNameHash_s
ocsp,issuerKeyHash,string,,issuerKeyHash,issuerKeyHash_s
ocsp,serialNumber,string,,serialNumber,serialNumber_s
ocsp,certStatus,string,,certStatus,certStatus_s
ocsp,revoketime,time,,revoketime,revoketime_t
ocsp,revokereason,string,,revokereason,revokereason_s
ocsp,thisUpdate,time,,thisUpdate,thisUpdate_t
ocsp,nextUpdate,time,,nextUpdate,nextUpdate_t
ipsec,_path,string,,_path,_path_s
ipsec,_system_name,string,,_system_name,_system_name_s
ipsec,_write_ts,time,,_write_ts,_write_ts_t
ipsec,ts,time,,ts,ts_t
ipsec,uid,string,Uid,uid,uid_s
ipsec,id.orig_h,addr,SrcIpAddr,id_orig_h,id_orig_h_s
ipsec,id.orig_p,port,SrcPort,id_orig_p,id_orig_p_d
ipsec,id.resp_h,addr,DstIpAddr,id_resp_h,id_resp_h_s
ipsec,id.resp_p,port,DstPort,id_resp_p,id_resp_p_d
ipsec,is_orig,boolean,IsOrig,is_orig,is_orig_b
ipsec,initiator_spi,string,,initiator_spi,initiator_spi_s
ipsec,responder_spi,string,,responder_spi,responder_spi_s
ipsec,maj_ver,count,,maj_ver,maj_ver_d
ipsec,min_ver,count,,min_ver,min_ver_d
ipsec,exchange_type,count,,exchange_type,exchange_type_d
ipsec,flag_e,boolean,,flag_e,flag_e_b
ipsec,flag_c,boolean,,flag_c,flag_c_b
ipsec,flag_a,boolean,,flag_a,flag_a_b
ipsec,flag_i,boolean,,flag_i,flag_i_b
ipsec,flag_v,boolean,,flag_v,flag_v_b
ipsec,flag_r,boolean,,flag_r,flag_r_b
ipsec,message_id,count,,message_id,message_id_d
ipsec,vendor_ids,array of string,,vendor_ids,vendor_ids_s
ipsec,notify_messages,array of string,,notify_messages,notify_messages_s
ipsec,transforms,array of string,,transforms,transforms_s
ipsec,ke_dh_groups,array of count,,ke_dh_groups,ke_dh_groups_s
ipsec,proposals,array of count,,proposals,proposals_s
ipsec,protocol_id,count,,protocol_id,protocol_id_d
ipsec,certificates,array of string,,certificates,certificates_s
ipsec,transform_attributes,array of string,,transform_attributes,transform_attributes_s
ipsec,length,count,,length,length_d
ipsec,doi,count,,doi,doi_d
ipsec,situation,string,,situation,situation_s
known_remotes,_path,string,,_path,_path_s
known_remotes,_system_name,string,,_system_name,_system_name_s
known_remotes,_write_ts,time,,_write_ts,_write_ts_t
known_remotes,ts,time,,ts,ts_t
known_remotes,duration,number,EventDuration,duration,duration_d
known_remotes,kuid,string,,kuid,kuid_s
known_remotes,host_ip,addr,,host_ip,host_ip_s
known_remotes,num_conns,count,,num_conns,num_conns_d
known_remotes,annotations,array of string,,annotations,annotations_s
smtp,_path,string,,_path,_path_s
smtp,_system_name,string,,_system_name,_system_name_s
smtp,_write_ts,time,,_write_ts,_write_ts_t
smtp,ts,time,,ts,ts_t
smtp,uid,string,Uid,uid,uid_s
smtp,id.orig_h,addr,SrcIpAddr,id_orig_h,id_orig_h_s
smtp,id.orig_p,port,SrcPort,id_orig_p,id_orig_p_d
smtp,id.resp_h,addr,DstIpAddr,id_resp_h,id_resp_h_s
smtp,id.resp_p,port,DstPort,id_resp_p,id_resp_p_d
smtp,trans_depth,count,ZeekHttpTransDepth,trans_depth,trans_depth_d
smtp,helo,string,Helo,helo,helo_s
smtp,mailfrom,string,Mailfrom,mailfrom,mailfrom_s
smtp,rcptto,array of string,Rcptto,rcptto,rcptto_s
smtp,date,string,Date,_date,date_s
smtp,from,string,From,from,from_s
smtp,to,array of string,To,_to,to_s
smtp,cc,array of string,Cc,cc,cc_s
smtp,reply_to,string,ReplyTo,reply_to,reply_to_s
smtp,msg_id,string,MsgId,msg_id,msg_id_s
smtp,in_reply_to,string,InReplyTo,in_reply_to,in_reply_to_s
smtp,subject,string,Subject,subject,subject_s
smtp,x_originating_ip,addr,XOriginatingIp,x_originating_ip,x_originating_ip_s
smtp,first_received,string,FirstReceived,first_received,first_received_s
smtp,second_received,string,SecondReceived,second_received,second_received_s
smtp,last_reply,string,LastReply,last_reply,last_reply_s
smtp,path,array of addr,ShareName,path,path_s
smtp,user_agent,string,UserAgentOriginal,user_agent,user_agent_s
smtp,tls,boolean,Tls,tls,tls_b
smtp,fuids,array of string,Fuids,fuids,fuids_s
smtp,is_webmail,boolean,IsWebmail,is_webmail,is_webmail_b
smtp,urls,array of string,,urls,urls_s
smtp,domains,array of string,,domains,domains_s
unknown-smartpcap,_path,string,,_path,_path_s
unknown-smartpcap,_system_name,string,,_system_name,_system_name_s
unknown-smartpcap,_write_ts,time,,_write_ts,_write_ts_t
unknown-smartpcap,ts,time,,ts,ts_t
unknown-smartpcap,tid,string,,tid,tid_s
unknown-smartpcap,pkts,count,,pkts,pkts_d
unknown-smartpcap,url,string,Url,url,url_s
s7comm,_path,string,,_path,_path_s
s7comm,_system_name,string,,_system_name,_system_name_s
s7comm,_write_ts,time,,_write_ts,_write_ts_t
s7comm,ts,time,,ts,ts_t
s7comm,uid,string,Uid,uid,uid_s
s7comm,id.orig_h,addr,SrcIpAddr,id_orig_h,id_orig_h_s
s7comm,id.orig_p,port,SrcPort,id_orig_p,id_orig_p_d
s7comm,id.resp_h,addr,DstIpAddr,id_resp_h,id_resp_h_s
s7comm,id.resp_p,port,DstPort,id_resp_p,id_resp_p_d
s7comm,rosctr,string,,rosctr,rosctr_s
s7comm,parameter,array of string,,parameter,parameter_s
s7comm,item_count,count,,item_count,item_count_d
s7comm,data_info,array of string,,data_info,data_info_s
dce_rpc,_path,string,,_path,_path_s
dce_rpc,_system_name,string,,_system_name,_system_name_s
dce_rpc,_write_ts,time,,_write_ts,_write_ts_t
dce_rpc,ts,time,,ts,ts_t
